word,phonetic,pos,meaning,example,example_zh
australia,,n.,澳大利亚,,
australian,,n.,澳大利亚(的),,
austrian,,n.,"奥地利人 adj. 奥地利的, 奥地利人的",,
authentic,,adj.,"可信的,真正的",,
authenticity,,n.,"确实性, 真实性",,
authoritative,,adj.,官方的； 权威性的， 可信的； 专断的， 命令式的,,
authority,,n.,"权威,权力",,
authorization,,n.,"授权,认可",,
authorize,,v.,批准,,
auto,,n.,"自动,<美口>汽车",,
autobiographical,,adj.,自传的,,
autobiography,,n.,自传,,
automate,,v.,"使自动化, 自动操作",,
automatic,,n.,"自动机械 a自动的,机械的",,
automatically,,adv.,"自动地,机械地",,
automobile,,n.,汽车,,
autonomic,,adj.,"自治的, 自律的",,
autonomous,,adj.,自治的,,
autonomy,,n.,自治,,
autumn,,n.,秋天,,
auxiliary,,adj.,"辅助的, 补助的",,
avail,,v.,"有益于,有帮助 n. 效用, 利益",,
availability,,n.,"可用性,有效性,实用性",,
available,,adj.,"可利用的,可得到的,有空的",,
avalanche,,n.,雪崩,,
avant,,adj.,"先锋的,激进的",,
avenge,,vt.,复仇， 报仇； 向…报仇,,
avenue,,n.,"林荫道,方法",,
average,,,n&a. 平均(的) v. 平均,,
avert,,vt.,避免， 规避； 转移,,
aviation,,n.,"航空,飞机制造业",,
aviator,,n.,飞行员,,
avid,,adj.,渴望的,,
avocational,,n.,"娱乐, 消遣",,
avoid,,v.,"避免,预防",,
avoidable,,adj.,可避免的,,
avoidance,,n.,避免,,
await,,v.,等候,,
awake,,v.,"醒,唤醒 a警觉的, 醒的",,
awaken,,v.,"唤醒, 醒来",,
award,,n.,"奖,奖品 v. 授予,判给",,
aware,,adj.,"意识到,知道的",,
awareness,,n.,"知道, 晓得",,
away,,adv.,"在远处,离去",,
awesome,,adj.,"可怕的, 表示敬畏的",,
awful,,adj.,"可怕的, 威严的,",,
awhile,,adv.,"片刻, 一会儿",,
awkward,,adj.,"难使用的, 笨拙的",,
awkwardly,,adv.,"笨拙地, 无技巧地",,
ax,,n.,斧头 vt削减,,
axe,,n.,"斧, (经费的)大削减",,
axis,,n.,轴； 轴线， 中心线,,
babble,,v.,说蠢话，牙牙学语,,
baboon,,n.,[动]狒狒,,
baby,,n.,婴孩,,
babylonian,,n.,"巴比伦人(的), 巴比伦语（的）",,
bachelor,,n.,"单身汉, 文理学士",,
back,,adv.,"回原处 n. 背,后面 adj. 后面的 v. 后退",,
backbone,,n.,脊梁骨；支柱,,
backbreaking,,adj.,"非常辛苦的,极累人的",,
backdrop,,n.,"背景幕, 背景",,
background,,n.,"背景,后台",,
backhand,,n.,反手击球,,
backlighting,,n.,逆光,,
backup,,n.,"后援, 支持",,
backward,,,"a&ad. 向后的, 落后的",,
bacon,,n.,咸肉， 熏肉,,
bacteria,,n.,细菌,,
bacterial,,adj.,细菌的,,
bacterium,,n.,细菌,,
bad,,adj.,"劣质的,有害的,坏的",,
badge,,n.,"徽章, 证章",,
badly,,adv.,"严重地, 恶劣地",,
baedeker,,n.,"旅行指南, 入门手册",,
baffle,,vt.,使困惑， 难住,,
bag,,n.,袋子,,
bagel,,n.,硬面包圈,,
bait,,n.,鱼饵，诱饵 vt. 下诱饵； 激怒,,
bake,,v.,"烘焙,烤",,
balance,,n.,平衡 v. 使平衡,,
balcony,,n.,"阳台, 包厢",,
bald,,adj.,光秃的， 秃头的； 简单的， 单调的,,
balk,,v.,畏缩； 阻止； 妨碍 n. 障碍,,
balkan,,,n&a. 巴尔干半岛(的),,
ball,,n.,"球, 球状物",,
ballad,,n.,"民歌, 流行歌曲",,
ballet,,n.,芭蕾(舞),,
balloon,,n.,气球 v. 膨胀,,
ballroom,,n.,"舞厅, 跳舞场",,
balm,,n.,香脂油， 药膏； 镇痛剂， 安慰剂,,
balmy,,adj.,"芳香的, 温和的",,
balsam,,n.,香液,,
baltic,,n.,"a波罗的海的, 波罗的语的",,
banana,,n.,香蕉,,
band,,n.,"乐队 v. 联合,结合",,
bandanna,,n.,大手帕,,
bandleader,,n.,伴舞乐队的指挥,,
bank,,n.,银行 v. 把(钱)存入银行,,
banker,,n.,银行家,,
bankruptcy,,n.,破产,,
banner,,n.,横幅,,
bantu,,n.,"班图人, 班图语",,
barb,,n.,鱼钩 v. 装倒钩于,,
barbecue,,v.,在烤架上烧烤 n. 烧烤野餐；金属烤架,,
barber,,v.,为…理发； 当理发师 n. 理发师,,
bard,,n.,吟游诗人,,
bare,,adj.,"赤裸的,无遮蔽的",,
barely,,adv.,"仅仅, 几乎不能",,
bargain,,vi.,讨价还价 n. 特价商品，廉价货；协议；交易,,
barge,,n.,驳船 vi猛撞,,
bark,,n.,吠声,,
barn,,n.,"[农]谷仓, 畜棚, 畜舍, 机器房",,
barrel,,n.,桶,,
barrelful,,n.,"一桶之量, 大量",,
barren,,adj.,"不生育的,贫瘠的 n. 荒地",,
barrier,,n.,"障碍物,栅栏",,
barter,,v.,交易,,
basalt,,n.,玄武岩,,
basaltic,,adj.,玄武岩的,,
base,,adj.,卑鄙的， 不道德的 vt. 把设在；,,
baseball,,n.,棒球(运动),,
basement,,n.,"地下室, 墙脚",,
basic,,adj.,"基本的,基础的",,
basically,,adv.,"基本上, 主要地",,
basin,,n.,"脸盆,盆地",,
bask,,v.,晒太阳,,
basket,,n.,"篮,一篮",,
basketmaking,,n.,篮子编织,,
basketry,,n.,篓编织品,,
basketwork,,n.,编织物,,
bat,,n.,"蝙蝠, 球棒 v用球棒击球",,
batch,,v.,分批处理 n. 一批，一组，一群；一批生产的量,,
bath,,n.,"沐浴, 浴室",,
bathe,,v.,沐浴 n. 洗澡,,
bathhouse,,n.,"公共浴室, 澡堂,",,
batter,,v.,连续猛击 n. 击球手； 面糊,,
battery,,n.,电池,,
battle,,n.,"战役 vi作战, 战斗",,
battlefield,,n.,"战场, 沙场",,
battleship,,n.,战舰,,
bay,,n.,海湾,,
beach,,n.,海滩,,
beacon,,n.,信号灯，闪光灯,,
bead,,n.,"珠子,水珠",,
beak,,n.,"鸟嘴, 喙",,
beam,,n.,"梁, 桁条",,
bean,,n.,"豆, 豆形果实",,
bear,,v.,"忍受,承担",,
beard,,n.,胡须,,
bearing,,n.,举止，风度,,
beast,,n.,野兽，牲畜,,
beat,,v.,打；战胜,,
beater,,n.,搅拌器,,
beau,,n.,花花公子,,
beautiful,,adj.,美丽的,,
beauty,,n.,"美,美景",,
beaver,,n.,海狸(毛皮),,
bed,,n.,"床,基础 v. 安置",,
bedcover,,n.,被面,,
bedpan,,n.,"便盆, 睡床用脚炉",,
bedrock,,n.,基础， 根基； 基岩,,
bedroom,,n.,卧室,,
bee,,n.,蜜蜂,,
beef,,n.,牛肉,,
beer,,n.,啤酒,,
beetle,,n.,甲虫,,
befit,,v.,适合,,
befriend,,v.,"待人如友,帮助",,
beg,,v.,"请求,乞求",,
beggar,,n.,乞丐,,
behalf,,n.,利益,,
behave,,v.,"表现,行为, 举止",,
behavioral,,adj.,行为的,,
behaviorism,,n.,行为主义,,
behaviorist,,n.,"行为主义者, 行为科学家",,
behind,,prep.,"在…后,落后于 adv. 在后面",,
being,,n.,"存在, 生命",,
belie,,v.,掩饰,,
belief,,n.,"信念,信仰",,
believable,,adj.,可信的,,
bell,,n.,"铃, 钟",,
belle,,n.,美女,,
bellow,,v.,"怒吼, 咆哮",,
bellows,,n.,风箱,,
belong,,v.,属于,,
beloved,,adj.,心爱的 n所爱的人,,
belt,,n.,"带子, 地带",,
belter,,n.,"非常好, 出色的例子",,
beluga,,n.,"(欧洲)白色大鳇鱼, 白鲸",,
bemoan,,v.,哀叹,,
bench,,n.,"长椅子,替补队员 vt给…以席位",,
bend,,v.,"弯曲,屈服",,
beneath,,prep.,"在…下,(地位等)低于 adv. 在下方",,
beneficent,,adj.,有益的； 行善的， 慈善的,,
beneficial,,adj.,"有利的, 有益的",,
beneficiary,,n.,"受惠者, 受益人",,
benefit,,n.,"利益 v. 有益于,得益",,
benevolent,,adj.,慈善的； 善心的,,
beng,,n.,大麻,,
benign,,adj.,"仁慈的, 温和的, 良性的",,
bent,,n.,"倾向, 爱好",,
bequeath,,vt.,遗赠； 流传,,
bequest,,n.,"遗产, 遗赠",,
berg,,n.,冰山,,
bergere,,n.,围手椅,,
beringia,,n.,白令海和楚可奇海海域,,
berlin,,n.,柏林[德国],,
beside,,prep.,"在…旁边,和…相比",,
besides,,prep.,"除之外 adv. 此外, 也",,
besiege,,v.,"围困,围攻",,
bestow,,v.,"给予,利用",,
bet,,n.,"赌, 打赌 v赌, 赌钱",,
betray,,v.,"出卖, 背叛",,
beverage,,n.,饮料,,
bewilder,,v.,使迷惑，使难住,,
beyond,,prep.,"远于,越出 adv. 在更远处",,
biannual,,adj.,一年两次的,,
bias,,n.,偏见vt使存偏见,,
bicameral,,adj.,两院制的， 有两个议院的,,
bicycle,,n.,"脚踏车, 自行车",,
bid,,v.,"出价, 投标 n. 投标,企图",,
bifocal,,adj.,双焦点的,,
big,,adj.,大的,,
bike,,n.,"脚踏车, 自行车",,
bilateral,,adj.,有两边的； 双边的,,
bilingual,,adj.,能说两种语言的,,
bilingualism,,n.,双语现象,,
bill,,n.,帐单 v. 开帐单,,
billfish,,n.,"长嘴鱼,尖嘴鱼",,
billion,,,n&a. 十亿(的),,
binary,,adj.,二进制的； 二元的； 由两部分组成的,,
bind,,v.,捆绑(扎)；结(粘)合,,
binge,,n.,"狂闹, 狂欢",,
biochemical,,adj.,生物化学的， 生化的,,
biodiversity,,n.,生物多样性,,
biogeochemical,,adj.,生物地球化学的,,
biographer,,n.,传记作者,,
biographical,,adj.,"传记的,传记体的",,
biography,,n.,传记,,
biological,,adj.,生物(学)的,,
biologically,,adv.,生物学地,,
biologist,,n.,生物学家,,
biology,,n.,(生物)学,,
biome,,n.,(生态)生物群系,,
biotic,,adj.,"有关生命的,生物的",,
bipedal,,adj.,"两足动物的,两足的",,
birch,,n.,"桦树, 白桦",,
birdlike,,adj.,"敏捷轻快的,似鸟的",,
birth,,n.,出生,,
birthday,,n.,生日,,
birthright,,n.,"生来就有的权利, 长子继承权",,
bis,,adv.,"二度, 二回",,
bisect,,vt.,把…二等分， 对半分,,
bison,,n.,(美洲)野牛,,
bit,,n.,一点儿，少许；小片,,
bite,,,"n&v. 咬, 刺痛",,
biter,,n.,"咬人的动物, 骗子",,
bitter,,adj.,"苦的, 痛苦的",,
bitterness,,n.,"苦味, 辛酸",,
bituminous,,adj.,"沥青的,含沥青的",,
bizarre,,adj.,"奇异的(指态度,容貌,款式等)",,
black,,adj.,"黑暗的,黑人的",,
blackbird,,n.,山鸟类,,
blacken,,v.,"使变黑, 诽谤",,
blackout,,n.,灯火管制，断电,,
blacksmith,,n.,"锻工, 铁匠",,
bladder,,n.,"膀胱, 气泡",,
blade,,n.,"刀刃, 刀片",,
blame,,,n&vt. 责备,,
bland,,adj.,"温和的,乏味的 v. 变得乏味",,
blanket,,n.,毯子,,
blast,,n.,爆炸；一阵(疾风等) vt炸，炸掉,,
blaze,,n.,"火焰 v. 照耀,激发",,
bleach,,v.,变白， 漂白 n. 漂白剂,,
bleak,,adj.,"寒冷的,荒凉的, 黯淡的",,
blend,,v.,(使)混和n混合物,,
bless,,v.,"祝福, 保佑",,
blink,,,"v&n. 眨眼, 闪烁",,
blip,,n.,"（在雷达屏幕显示出的）物体光点, 尖音信号",,
bliss,,n.,"福佑, 天赐的福 v. 狂喜",,
blister,,n.,水泡,,
blizzard,,n.,暴风雪， 大风雪,,
block,,v.,"堵塞,妨碍",,
blockage,,n.,"封锁, 妨碍",,
blood,,n.,血 v. 流血,,
bloodhound,,n.,一种大侦探犬,,
bloodstream,,n.,血流,,
bloom,,v.,"(使)开花,(使)繁盛",,
blossom,,n.,花 v. 开花,,
blow,,v.,"风吹,吹气于",,
blower,,n.,"吹制工, 送风机",,
blowhole,,n.,"喷水孔, 通风孔",,
blubber,,n.,"鲸脂,哭号v哭号",,
blue,,n.,"蓝色 adj. 蓝色的,忧郁的",,
bluebird,,n.,北美产的蓝知更鸟,,
bluefin,,n.,金枪鱼,,
blues,,n.,布鲁斯音乐， 蓝调,,
bluff,,n.,"断崖,诈骗 adj. 绝壁的 v. 诈骗",,
bluish,,adj.,带蓝色的,,
blunt,,adj.,钝的；不敏感的；直率的 vt. 使迟钝； 使减弱,,
bluntly,,adv.,"坦率地, 率直地",,
blur,,v.,"弄脏 n. 污点, 模糊",,
blurt,,vt.,脱口而出,,
blush,,vi.,脸红；羞愧 n. 脸上泛起的红晕,,
bluster,,v.,虚张声势地恫吓； 猛刮,,
board,,n.,木板,,
boast,,,v&n. 自夸,,
boat,,n.,"小船,艇",,
bode,,v.,预示,,
bog,,n.,沼泽,,
boil,,n.,"沸点 v煮沸, 激动",,
bold,,adj.,"大胆的, 无礼的",,
bolster,,n.,垫子 v. 支持,,
bolt,,v.,逃跑；闩上 n. 插销， 门闩； 闪电,,
bomb,,n.,炸弹 vt投弹于,,
bombard,,v.,炮轰；轰击,,
bombardment,,n.,"炮击, 轰击",,
bonanza,,n.,走运，发财,,
bond,,n.,"结合,协定 v. 使结合,粘合",,
bone,,n.,"骨,骨骼",,
bongo,,n.,"非洲产大羚羊, 一种用手指敲的小鼓",,
bonito,,n.,鲣,,
bony,,adj.,"多骨的, 瘦骨嶙峋的",,
book,,n.,书,,
booklet,,n.,小册子,,
bookstore,,n.,书店,,
boom,,n.,"繁荣 v. 发隆隆声,兴隆",,
boomer,,n.,生育高峰中出生的人,,
boon,,n.,"恩惠, 福利",,
boost,,v.,推进,,
boot,,n.,<美> (长统)靴,,
border,,n.,"边界 v. 与接壤,接近",,
bore,,v.,使厌烦 n令人讨厌的人(或事),,
boredom,,n.,厌倦,,
boron,,n.,[化]硼,,
borrow,,v.,"借, 借入",,
bosom,,n.,胸部， 乳房； 胸怀， 内心,,
boss,,n.,"老板, 上司 vt指挥",,
boston,,n.,波士顿,,
botanical,,adj.,植物(学)的,,
botanist,,n.,植物学家,,
botany,,n.,植物学,,
bother,,,"v&n. 烦扰, 打扰 v",,
bottle,,n.,瓶子 vt用瓶装,,
bottom,,n.,"底部,底端",,
boulder,,n.,大石头,,
boule,,n.,人造宝石，议会,,
boulevard,,n.,<美>林荫大道,,
bounce,,v.,"(使)反跳, 弹起 n(球)跳起, 弹回",,
bound,,n.,"范围,界限",,
boundary,,n.,"边界,分界线",,
bountiful,,adj.,慷慨的； 大量的， 充足的,,
bouquet,,n.,花束； 香味， 芬芳,,
bovine,,adj.,(似)牛的，迟钝的,,
bow,,n.,"弓,弓形 v. 鞠躬,弯腰",,
bowel,,n.,肠,,
bowl,,n.,碗,,
box,,n.,"盒子,箱",,
boxlike,,adj.,象箱子一样的,,
boy,,n.,男孩,,
boycott,,vt.,联合抵制， 拒绝购买,,
brace,,n.,"支柱 v. 支住,撑牢",,
brag,,v.,吹嘘， 自夸， 自吹自擂,,
braid,,n.,穗带，饰带；发辫 vt. 编织； 编成辫子,,
brain,,n.,"脑,头脑",,
branch,,n.,"树枝,分部,分支",,
brand,,n.,"商标, 牌子, 烙印",,
brant,,n.,黑雁,,
brass,,n.,黄铜(制品),,
brave,,adj.,勇敢的,,
bravely,,adv.,勇敢地,,
bravery,,n.,勇敢,,
brawl,,v.,"争吵, 怒骂",,
brea,,n.,布雷亚(美国加州地名),,
breach,,n.,"破坏, 裂口 vt打破, 突破",,
bread,,n.,"面包, 生计",,
breadbasket,,n.,"<俚>胃, 腹",,
breadfruit,,n.,面包果树,,
breadth,,n.,"宽度, (布的)幅宽, (船)幅",,
break,,n.,"休息 v. 打破,弄坏",,
breakage,,n.,"破坏, 破损, 破损量",,
breakdown,,n.,"崩溃, 衰弱",,
breakfast,,n.,早餐 vi进早餐,,
breakthrough,,n.,突破,,
breakup,,n.,"破裂, 崩溃",,
breast,,n.,胸脯，乳房,,
breath,,n.,"呼吸, 气息",,
breathe,,v.,呼吸,,
breathing,,n.,呼吸,,
breathless,,adj.,"无声息的, 喘不过气来的",,
breathtaking,,adj.,"令人赞叹的, 壮观的",,
breech,,n.,"臀部,后膛 vt. 给…穿上裤子",,
breed,,v.,"教养,抚养 n. 品种",,
breeze,,n.,"微风 vi吹微风,逃走",,
brew,,v.,酿造；冲泡；酝酿，行将发生 n. 冲泡的饮料； 啤酒,,
brewster,,n.,酿造者,,
brick,,n.,砖块,,
bridge,,n.,"桥 v. 架桥,渡过",,
brief,,n.,"摘要,大纲 adj. 简短的",,
briefly,,adv.,简短地；简略地,,
bright,,adj.,明亮的,,
brighten,,v.,更明亮； 快活起来； 有希望,,
brightly,,adv.,明亮地,,
brightness,,n.,"光亮, 明亮",,
brilliance,,n.,光辉，辉煌,,
brilliant,,adj.,光辉的，卓越的，杰出的,,
brilliantly,,adv.,"辉煌地,灿烂地",,
brim,,n.,"(杯, 碗等)边, 边缘 v. 注满",,
brine,,n.,盐水,,
briny,,adj.,"盐水的, 咸的, 海水的",,
brisk,,adj.,清新的； 敏捷的， 活泼的,,
briskness,,n.,"敏捷, 活泼",,
britain,,n.,英国,,
british,,adj.,英国(人)的 n. 英国人,,
brittle,,adj.,"易碎的, 脆弱的",,
broad,,adj.,"宽的,广泛的",,
broadcast,,,"n&v. 广播, 播音",,
broadcaster,,n.,"播送设备, 广播员",,
broaden,,v.,"放宽, 变宽, 扩大, 加宽",,
broadleaf,,n.,"阔叶烟草,阔叶树",,
broadly,,adv.,"宽广地, 广泛",,
broadside,,n.,(船)舷侧,,
broadway,,,n& a. 百老汇大街(的),,
brochure,,n.,小册子， 说明书,,
broker,,n.,"掮客, 经纪人",,
bromine,,n.,[化]溴,,
bronze,,n.,青铜,,
brood,,v.,沉思；孵蛋 n一窝,,
brook,,n.,小溪 vt容忍,,
brother,,n.,兄弟,,
brown,,,"n&a. 棕色(的),人名",,
browse,,,"v&n. 浏览, 放牧",,
bruise,,v.,出现伤痕；挫伤 n. 伤痕， 擦痕， 青肿,,
brush,,n.,"刷子, 毛刷, 画笔 vt刷, 掸, 拂",,
brusquely,,adv.,"唐突地, 粗率地",,
brutal,,adj.,"残忍的, 兽性的",,
bryn,,n.,布琳,,
bubble,,n.,"泡 v. 冒泡,起泡",,
bubbly,,adj.,多泡的,,
buck,,n.,(一)美元；雄鹿(兔),,
buckle,,n.,"带扣 v扣住, 变弯曲",,
buckskin,,n.,"鹿皮裤, 鹿皮",,
bud,,n.,芽 vi发芽,,
buddy,,n.,"<美口>密友, 伙伴",,
budget,,n.,预算 v做预算,,
buffalo,,n.,美洲野牛,,
buffer,,n.,缓冲器,,
buggy,,adj.,多虫的 n童车,,
bugle,,n.,"喇叭,军号 v. 吹号集合",,
buildup,,n.,"集结, 增长",,
bulb,,n.,"鳞茎,球形物",,
bulge,,,n&v. 膨胀，鼓起,,
bulk,,n.,"(大)块,主体 vt使更大",,
bull,,n.,"[动]公牛, 粗壮如牛的人",,
bulldoze,,v.,"威吓, 欺负",,
bulldozer,,n.,推土机,,
bulletin,,n.,新闻简报； 公告， 布告； 简报,,
bullrush,,n.,芦苇,,
bump,,v.,碰撞 n. 肿块；撞击；碰撞声,,
bunch,,n.,"串, 束 v捆成一束",,
bundle,,n.,捆v捆扎,,
buoyant,,adj.,"有浮力的, 轻快的",,
bur,,n.,刺果,,
burden,,n.,"担子, 负担 v. 烦扰",,
burdensome,,adj.,"繁重的,难以承担的",,
bureau,,n.,局，办事处,,
bureaucracy,,n.,官僚主义， 官僚作风； 政府机构， 官僚机构,,
bureaucratization,,n.,官化,,
burgeon,,n.,嫩芽 v. 萌芽,,
burgess,,n.,(英国)市民，镇民,,
burgher,,n.,"公民, 市民",,
burial,,n.,埋葬,,
burin,,n.,"冰凿,雕刻刀",,
burn,,v.,烧 n. 烧伤,,
burrow,,n.,洞穴 v. 挖地洞,,
burst,,v.,"爆裂, 炸破",,
bury,,v.,"埋葬, 掩埋",,
bus,,n.,公共汽车,,
bush,,n.,矮树丛,,
bushman,,n.,丛林居民,,
business,,n.,"商业,事务,生意",,
businesswoman,,n.,妇女实业家,,
bust,,n.,"半身像, 胸像",,
bustle,,v.,匆匆忙忙,,
busy,,adj.,忙碌的,,
butler,,n.,"仆役长, 男管家",,
butte,,n.,孤立的丘,,
butter,,n.,"黄油,牛油",,
butterfly,,n.,蝴蝶,,
button,,n.,"钮扣 v. 扣住,扣紧",,
buy,,v.,"买 n. 购买,买卖",,
buyer,,n.,"买主, 顾客",,
buzz,,n.,嗡嗡声 v嗡嗡作响,,
by-product,,n.,副产品； 副作用， 意外结果,,
bylaw,,n.,"附则, 法规",,
bypass,,v.,"绕开, 忽视 n旁道",,
cab,,n.,出租汽车,,
cabbage,,n.,"[植]甘蓝, 卷心菜",,
cabin,,n.,"小屋, 船舱",,
cabinet,,n.,"橱柜, a<美>内阁的",,
cabinetmaker,,n.,"家具师,细工木匠",,
cable,,n.,缆绳；电缆,,
cache,,v.,贮藏，隐藏 n藏物处,,
cactus,,n.,[植]仙人掌,,
cadmium,,n.,[化]镉,,
cafeteria,,n.,自助餐厅， 自助食堂,,
cage,,n.,笼,,
cajun,,n.,移居美国路易斯安纳州的法人后裔,,
calamitous,,adj.,灾难性的,,
calcareous,,adj.,"钙质的,石灰质的",,
calcite,,n.,方解石,,
calcium,,n.,钙,,
calculable,,adj.,可计算的； 能预测的； 可信的,,
calculate,,v.,"计算,考虑",,
calculation,,n.,"计算,考虑",,
calculus,,n.,微积分； 结石,,
caledonian,,,"n&a. 古苏格兰人(的), 苏格兰人（的）",,
calendar,,n.,"日历, 历法",,
caliber,,n.,"口径, 才干",,
calibration,,n.,"标度, 刻度",,
california,,n.,"加利福尼亚,加州",,
californian,,n.,加利福尼亚州人 a加州的,,
calm,,adj.,"镇定的,平静的 v(使)平静",,
calorie,,n.,卡路里,,
calotype,,n.,光力照像法,,
calve,,v.,"生小牛, (使)冰山崩解",,
calvinist,,n.,加尔文教徒(见Calvin),,
cambrian,,n.,威尔斯人,,
camel,,n.,骆驼,,
camera,,n.,照相机,,
camouflage,,,v&n. 伪装,,
camp,,n.,营地 v. 宿营,,
campaign,,n.,"运动,战役 vi发起运动",,
campus,,n.,"<美>校园,大学教育",,
canada,,n.,加拿大,,
canal,,n.,"运河,沟渠",,
cancel,,v.,取消， 废除； 删去， 删除； 抵消,,
candid,,adj.,"率直的, 坦诚的",,
candidate,,n.,"候选人,投考者",,
candle,,n.,蜡烛,,
candlelight,,n.,"烛火,黄昏",,
cane,,n.,"藤条,手杖 v. 以杖击, 以藤编制",,
cannibalism,,n.,同类相食,,
cannon,,n.,"大炮, 加农炮 v. 炮轰",,
cannonball,,n.,炮弹,,
cannot,,conj.,不能,,
canoe,,n.,独木舟,,
canoes,,n.,独木舟,,
