word,phonetic,pos,meaning,example,example_zh
blueprint,,n.,蓝图，设计图,,
blur,,v.,变模糊 n. 模糊，模糊的东西,,
board,bɔːd,n./v.,板；董事会；登上,Passengers began to board the plane.,乘客开始登机。
boast,,v.,自夸，吹嘘,,
boat,,n.,小船，艇,,
body,,n.,身体；尸体；主体,,
bogus,,adj.,假冒的,,
boil,,v.,沸腾；汽化；煮沸,,
boiler,,n.,锅炉,,
bold,,adj.,大胆的；冒失的,,
bolt,,n.,插销；螺栓 v. 闩门,,
bomb,,n.,炸弹 v. 轰炸,,
bond,,n.,债券，公债；联结，联系,,
bone,,n.,骨，骨骼,,
bonus,,n.,奖金， 红利； 额外给予的东西,,
bony,,adj.,"多骨的, 瘦骨嶙峋的",,
book,,n.,书，书籍 v. 预定,,
boom,,vi.,激增， 繁荣， 迅速发展； 发出隆隆声 n. 激增，繁荣，迅速发展；隆隆声，嗡嗡声,,
boost,,n.,推动 v. 促使，促进,,
boot,,n.,靴子，长统靴,,
booth,,n.,公用电话亭；货摊,,
border,,n.,边，边缘；边界,,
bore,,v.,使厌烦；钻，挖,,
boring,,adj.,令人厌烦的， 乏味的， 无聊的,,
born,,adj.,天生的；出生的,,
borrow,'bɒrəʊ,v.,借入,May I borrow your dictionary?,我可以借你的词典吗？
bosom,,n.,胸，胸部；内心,,
boss,,n.,老板，上司 v. 指挥,,
both,,pron.,两者（都）,,
bother,,v.,麻烦；打扰,,
bottle,,n.,瓶，酒瓶；一瓶,,
bottom,,n.,底，底部，根基,,
bough,,n.,树枝,,
bounce,,v.,反跳，弹起；跳起,,
bound,,adj.,一定的；有义务的,,
boundary,'baʊndri,n.,边界；界限,The river forms the boundary between the two villages.,这条河是两个村庄的分界。
bow,,v.,鞠躬,,
bowel,,n.,肠； 内部， 深处,,
bowl,,n.,碗，钵；碗状物,,
box,,n.,箱，盒；包厢,,
boy,,n.,男孩，少年；家伙,,
bracket,,n.,括号 vt. 把…归为同一类,,
brag,,v.,吹嘘， 自夸， 自吹自擂,,
brain,,n.,脑，脑髓；脑力,,
brake,,n.,闸，刹车 v. 制动,,
branch,brɑːntʃ,n.,树枝；分支；分行,The bank opened a new branch in the city center.,银行在市中心开了新分行。
brand,brænd,n.,品牌；商标,Which brand of tea do you prefer?,你更喜欢哪个牌子的茶？
brandy,,n.,白兰地酒,,
brass,,n.,黄铜；黄铜器,,
brave,,adj.,勇敢的；极好的,,
bravery,,n.,勇敢,,
bread,,n.,面包；食物，粮食,,
breadth,,n.,宽度，幅度；幅面,,
break,,v.,打破；损坏；破坏,,
breakdown,,n.,垮， 衰竭； 损坏， 故障； 倒塌,,
breakfast,,n.,早饭，早餐,,
breakthrough,,n.,突破,,
breast,,n.,乳房；胸脯，胸膛,,
breath,,n.,气息，呼吸,,
breathe,briːð,v.,呼吸,Breathe deeply and relax.,深呼吸，放松一下。
breed,,n.,品种 v. 使繁殖,,
breeze,,n.,微风，和风,,
bribe,,v.,贿赂,,
brick,,n.,砖，砖块；砖状物,,
bride,,n.,新娘,,
bridegroom,,n.,新郎,,
bridge,,n.,桥，桥梁；桥牌,,
brief,briːf,adj./n.,简短的；摘要,The manager gave a brief introduction.,经理做了简短介绍。
briefcase,,n.,公文包， 公事包,,
bright,,adj.,明亮的；聪明的,,
brighten,,v.,使发光；使快活,,
brilliance,,n.,光辉，辉煌,,
brilliant,,adj.,光辉的；卓越的,,
brim,,n.,边，边缘；帽沿,,
bring,,v.,带来；引出；促使,,
brisk,,adj.,活泼的；清新的,,
bristle,,n.,短而硬的毛；鬃毛,,
britain,,n.,不列颠，英国,,
british,,adj.,不列颠的，英联邦的,,
brittle,,adj.,脆的；易损坏的,,
broad,,adj.,宽的,,
broadcast,'brɔːdkɑːst,v./n.,广播；播送,The match was broadcast live.,这场比赛进行了现场直播。
broaden,,v.,放宽，变阔,,
brochure,,n.,小册子,,
broken,,adj.,被打碎的；骨折的,,
broker,,n.,"掮客, 经纪人",,
bronze,,n.,青铜；青铜制品,,
brood,,n.,同窝幼鸟 v. 孵（蛋）,,
brook,,n.,小河，溪流,,
broom,,n.,扫帚,,
brother,,n.,兄弟；同事，同胞,,
brow,,n.,额；眉，眉毛,,
brown,,n.,褐色，棕色,,
browse,,v.,浏览；吃草 n. 浏览；吃草,,
bruise,,n.,青肿，伤痕；擦伤,,
brush,,n.,刷子，毛刷；画笔,,
brutal,,adj.,残酷的,,
brute,,n.,禽兽，畜生,,
bubble,,n.,泡 v. 冒泡，沸腾,,
buck,,v.,反对 n. 美元,,
bucket,,n.,水桶；吊桶；铲斗,,
buckle,,n.,"带扣 v扣住, 变弯曲",,
bud,,n.,芽，萌芽；蓓蕾,,
buddy,,n.,"<美口>密友, 伙伴",,
budget,'bʌdʒɪt,n.,预算,We must keep within the budget.,我们必须控制在预算内。
buffet,,n.,自助餐；小卖部；打击；猛烈冲击 v. 与…搏斗；连续猛击 adj. 自助的；自助餐的,,
bug,,n.,虫子；臭虫,,
build,,v.,建筑；建立；创立,,
building,,n.,建筑物，大楼；建筑,,
bulb,,n.,电灯泡,,
bulk,,n.,大部分；体积，块头,,
bull,,n.,公牛；雄的象,,
bullet,,n.,枪弹，子弹，弹丸,,
bulletin,,n.,告示，公告，公报,,
bully,,n.,恃强欺弱者 vt. 威吓， 欺负,,
bump,,vi.,碰，撞；颠簸着前进 n. 碰撞， 猛撞； 肿块； 隆起物,,
bumper,,adj.,丰盛的，丰富的 n. 缓冲器，保险杆，减震物 vt. 装满；为…祝酒 vi. 干杯,,
bunch,,n.,束，串；一群,,
bundle,,n.,捆，包，束；包袱,,
burden,'bɜːdn,n.,负担；重担,High rent is a heavy burden for students.,高房租对学生来说是沉重的负担。
bureau,,n.,局,,
burial,,n.,埋葬,,
burn,,v.,烧，燃烧 n. 烧伤,,
burst,,v.,使爆裂 n. 爆炸,,
bury,,v.,埋葬，葬；埋藏,,
bus,,n.,公共汽车,,
bush,,n.,灌木，灌木丛，矮树,,
business,,n.,商业，生意；事务；事务,,
busy,,adj.,忙的；繁忙的,,
but,,conj.,但是，可是,,
butcher,,n.,屠夫；屠杀者,,
butter,,n.,黄油；奶油,,
butterfly,,n.,蝴蝶,,
button,,n.,扣子；按钮 v. 扣紧,,
buy,,v.,买，购买,,
buyer,,n.,"买主, 顾客",,
by,,prep.,在…旁；被，由,,
bypass,,n.,旁通管 v. 绕过,,
cab,,n.,驾驶室；出租汽车；出租马车 v. 乘出租马车（或汽车）,,
cabbage,,n.,洋白菜，卷心菜,,
cabin,,n.,小屋；船舱；机舱,,
cabinet,,n.,内阁；橱，柜,,
cable,,n.,缆，索；电缆；电报,,
cafe,,n.,咖啡馆；小餐厅,,
cafeteria,,n.,自助食堂,,
cage,,n.,笼；鸟笼，囚笼,,
cake,,n.,饼，糕，蛋糕,,
calculate,'kælkjuleɪt,v.,计算；估算,The scientist calculated the distance to the moon.,科学家计算了到月球的距离。
calculation,,n.,计算，计算结果,,
calculator,,n.,计算器，计算者,,
calendar,,n.,日历，历书；历法,,
call,,v.,把…叫做；叫，喊,,
calm,kɑːm,adj./v.,平静的；使平静,Stay calm and think carefully.,保持冷静，仔细思考。
calorie,,n.,卡路里,,
camel,,n.,骆驼,,
camera,,n.,照相机，摄影机,,
camp,,n.,野营，营地，兵营,,
campaign,kæm'peɪn,n./v.,运动；竞选活动；开展活动,They started a campaign to protect the river.,他们发起了一场保护河流的运动。
campus,,n.,校园，学校场地,,
can,,n.,罐头，听头；容器,,
canada,,n.,加拿大,,
canadian,,adj.,加拿大的,,
canal,,n.,运河；沟渠；管,,
cancel,,v.,取消,,
cancellation,,n.,取消；删除,,
cancer,,n.,癌，癌症，肿瘤,,
candidate,'kændɪdət,n.,候选人；应试者,There are five candidates for the job.,这份工作有五名候选人。
candle,,n.,蜡烛,,
candy,,n.,糖果,,
cane,,n.,（藤等）茎；手杖,,
cannon,,n.,大炮，火炮；榴弹炮,,
canoe,,n.,独木舟，皮艇，划子,,
canteen,,n.,食堂,,
canvas,,n.,粗帆布；一块油画布,,
cap,,n.,帽子，便帽；帽状物,,
capability,,n.,能力，才能,,
capable,'keɪpəbl,adj.,有能力的；能干的,She is capable of finishing the task alone.,她能独立完成这项任务。
capacity,kə'pæsəti,n.,容量；能力,The hall has a seating capacity of 800.,这座大厅可容纳 800 人。
capital,'kæpɪtl,n./adj.,首都；资本；大写的,Beijing is the capital of China.,北京是中国的首都。
capitalism,,n.,资本主义,,
capitalist,,adj.,资本主义的 n资本家,,
captain,,n.,陆军上尉；队长,,
captive,,n.,俘虏，被监禁的人,,
capture,,v.,捕获，俘获；夺得,,
car,,n.,汽车，小汽车，轿车,,
carbon,,n.,碳,,
card,,n.,卡；卡片；名片,,
cardboard,,n.,纸板,,
care,,v.,介意；关心 n. 小心,,
career,kə'rɪə,n.,职业；事业,She wants a career in medicine.,她想从事医学职业。
careful,,adj.,仔细的；细致的,,
caregiver,,n.,照料者,,
careless,,adj.,粗心的,,
cargo,,n.,船货，货物,,
carpenter,,n.,木匠,,
carpet,,n.,地毯，毡毯，毛毯,,
carriage,,n.,四轮马车；客车厢,,
carrier,,n.,运输工具；运载工具,,
carrot,,n.,胡萝卜,,
carry,,v.,携带；运载；传送,,
cart,,n.,二轮运货马车,,
cartoon,,n.,卡通画， 幽默画； 动画片， 卡通片,,
carve,,v.,刻，雕刻；切开,,
case,,n.,情况；病例；事实,,
cash,,n.,现金，现款,,
cashier,,n.,出纳,,
cassette,,n.,盒式录音带,,
cast,,v.,投，扔，抛；浇铸,,
castle,,n.,城堡；巨大建筑物,,
casual,'kæʒuəl,adj.,随便的；非正式的；偶然的,Wear casual clothes to the picnic.,去野餐穿休闲衣服。
cat,,n.,猫，；猫科动物,,
catalog,,n.,目录，目录册,,
catalogue,,v.,把……编入目录,,
catch,,v.,捉住；赶上；领会,,
category,,n.,种类， 类， 类别,,
cater,,v.,迎合,,
cathedral,,n.,总教堂；大教堂,,
cattle,,n.,牛；牲口，家畜,,
cause,kɔːz,n./v.,原因；导致,The heavy rain caused the flood.,大雨导致了洪水。
caution,,n.,小心，谨慎 v. 警告，告诫,,
cautious,,adj.,谨慎的,,
cave,,n.,山洞，洞穴，窑洞,,
cease,,v.,停止，停息 n. 停止，停息,,
ceiling,,n.,天花板，顶蓬,,
celebrate,'selɪbreɪt,v.,庆祝,We celebrated her birthday with a cake.,我们吃蛋糕庆祝她的生日。
celebration,,n.,"庆祝, 庆典",,
cell,,n.,细胞；小房间,,
cellar,,n.,地窑，地下室,,
celsius,,adj.,摄氏的,,
cement,,n.,水泥；胶泥 v. 粘结,,
cent,,n.,分；分币,,
center,,n.,圆心， 正中； 中心,,
centigrade,,adj.,百分度的,,
centimeter,,n.,厘米,,
centimetre,,n.,公分，厘米,,
central,'sentrəl,adj.,中心的；主要的,The hotel is in a central location.,这家酒店位于中心地段。
centralize,,v.,"集聚, 集中",,
centre,,n.,中心；中枢 v. 集中,,
century,,n.,世纪；百年,,
cereal,,n.,谷类，五谷，禾谷,,
ceremonial,,n.,仪式 adj. 正式的,,
ceremony,'serəməni,n.,典礼；仪式,The graduation ceremony lasted two hours.,毕业典礼持续了两个小时。
certain,'sɜːtn,adj.,确定的；某些,I am certain that he will come.,我确定他会来。
certainly,,adv.,一定，必定；当然,,
certainty,,n.,必然；肯定,,
certificate,,n.,证书，证件，执照；（毕业）文凭，合格证书,,
chain,,n.,链，链条,,
chair,,n.,椅子；主席,,
chairman,,n.,主席；议长，会长,,
chalk,,n.,白垩；粉笔,,
challenge,'tʃælɪndʒ,n./v.,挑战,Learning a language is a challenge.,学一门语言是个挑战。
chamber,,n.,〔人体内或某些机器中的〕室，腔；会议室；房间,,
champagne,,n.,香槟酒,,
champion,,n.,冠军，得胜者,,
championship,,n.,锦标赛，冠军赛,,
chance,,n.,机会，机遇；可能性,,
change,,n.,改变，变化；零钱,,
channel,'tʃænl,n.,频道；渠道；海峡,There is a good movie on this channel.,这个频道在播一部好电影。
chaos,,n.,混乱， 紊乱,,
chaotic,,adj.,"混乱的, 无秩序的",,
chap,,n.,小伙子，小家伙，家伙,,
chapter,'tʃæptə,n.,章；回,Read Chapter Three for tomorrow.,明天阅读第三章。
character,'kærəktə,n.,性格；角色；汉字,She has a strong and honest character.,她性格坚强诚实。
characteristic,,n.,特点,,
characterize,,v.,以……特点,,
charge,tʃɑːdʒ,v./n.,收费；充电；指控,The museum charges no admission.,这家博物馆不收门票。
charitable,,adj.,"慈善事业的,慷慨的,仁慈的",,
charity,,n.,慈善机构,,
charm,,n.,迷人的特性，魅力；符咒，咒文 vt. 吸引， 迷住,,
charming,,adj.,迷人的，可爱的,,
chart,,n.,图，图表；海图,,
charter,,adj.,包租的， 租用的 n. 宪章，共同纲领；特许状，许可证；包租 vt. 包，租,,
chase,,n.,追逐，追赶；追求,,
chat,,v.,聊天,,
cheap,,adj.,廉价的；劣质的,,
cheat,tʃiːt,v./n.,欺骗；作弊,It is wrong to cheat in exams.,考试作弊是不对的。
check,,v.,检查；制止 n. 检查,,
cheek,,n.,脸颊,,
cheer,,v.,使振作；欢呼,,
cheerful,,adj.,快乐的，愉快的,,
cheese,,n.,奶酪，干酪,,
chef,,n.,厨师,,
chemical,'kemɪkl,adj./n.,化学的；化学品,This factory produces chemical products.,这家工厂生产化工产品。
chemist,,n.,化学家；药剂师,,
chemistry,,n.,化学,,
cheque,,n.,支票,,
cherish,,vt.,珍爱； 怀有,,
cherry,,n.,樱桃；樱桃树,,
chess,,n.,棋；国际象棋,,
chest,,n.,胸腔，胸膛；箱子,,
chew,,v.,咀嚼，嚼碎,,
chicken,,n.,鸡；鸡肉,,
chief,,adj.,首席的；主要的,,
child,,n.,小孩，儿童；儿子/女儿,,
childhood,,n.,童年，幼年；早期,,
childish,,adj.,孩子的；幼稚的,,
chill,,v.,使变冷 n. 寒冷,,
chilly,,adj.,寒冷的,,
chimney,,n.,烟囱，烟筒,,
chin,,n.,颏，下巴,,
china,,n.,中国,,
chinese,,adj.,中国的 n. 中国人,,
chip,,n.,屑片， 碎片； 炸土豆条； 集成电路片， 集成块； 缺口， 瑕疵,,
chocolate,,n.,巧克力；巧克力糖,,
choice,tʃɔɪs,n.,选择；抉择,You have a choice between tea and coffee.,你可以在茶和咖啡之间选择。
choke,,v.,使窒息,,
cholesterol,,n.,胆固醇,,
choose,,v.,选择，挑选；情愿,,
choosy,,adj.,好挑剔的,,
chop,,v.,砍，劈；切细,,
chorus,,v.,合唱，齐声说,,
christ,,n.,基督， 救世主,,
christian,,n.,基督教徒；信徒,,
christmas,,n.,圣诞节,,
church,,n.,教堂，礼拜堂；教会,,
cigar,,n.,雪茄烟,,
cigaret,,n.,香烟，纸烟，卷烟,,
cigarette,,n.,香烟， 纸烟， 卷烟,,
cinema,,n.,电影院；电影，影片,,
circle,,n.,圆；圆周；圈子,,
circuit,,n.,环行；电路,,
circular,,adj.,圆的；循环的,,
circulate,,v.,使循环,,
circulation,,n.,循环； 流传； 发行， 流通,,
circumference,,n.,圆周，周长，圆周线,,
circumstance,'sɜːkəmstæns,n.,情况；环境,Under no circumstances should you give up.,任何情况下你都不应放弃。
circus,,n.,马戏；马戏团,,
citation,,n.,引文,,
cite,,v.,引用,,
citizen,'sɪtɪzn,n.,公民；市民,Every citizen has the duty to obey the law.,每个公民都有守法的义务。
citizenship,,n.,"公民的身份, 公民的职责和权力",,
city,,n.,城市，都市,,
civil,'sɪvl,adj.,公民的；民用的；文明的,The civil service attracts many graduates.,公务员岗位吸引许多毕业生。
civilian,,n.,平民，百姓,,
civilisation,,n.,文明， 文化,,
civilization,,n.,文明,,
civilize,,v.,使文明；教育,,
civilized,,adj.,文明的,,
claim,kleɪm,v./n.,声称；索取；索赔,He claimed that he saw the accident.,他声称自己目击了那场事故。
clap,,v.,拍手；拍，轻拍,,
clarification,,n.,"澄清, 净化",,
clarify,,v.,澄清，阐明,,
clarity,,n.,清晰，清楚,,
clash,,vi.,发生冲突；不协调；砰地相撞，发出刺耳的撞击声 n. 冲突； 不协调； 刺耳的撞击声,,
clasp,,n.,扣子，钩子；别针,,
class,,n.,班，班级；阶级；等级,,
classic,,adj.,最优秀的，典型的，标准的；传统式样的，典雅的 n. 文学名著， 经典作品， 杰作； 优秀的典范； 古典文学， 古典语文研究,,
classical,,adj.,古典的；经典的,,
classification,,n.,分类，级别,,
classify,'klæsɪfaɪ,v.,分类；归类,The books are classified by subject.,这些书按学科分类。
classmate,,n.,同班同学,,
classroom,,n.,教室，课堂,,
clause,,n.,条款； 从句， 分句,,
claw,,n.,爪，脚爪，螯,,
clay,,n.,粘土，泥土,,
clean,,adj.,清洁的；纯洁的,,
clear,,adj.,清晰的 v. 清除,,
clearly,,adv.,明白地，清晰地,,
clerk,,n.,办事员，职员；店员,,
clever,,adj.,聪明的；机敏的,,
click,,v.,发出咔嗒声；点击 n. 咔嗒声,,
client,,n.,客户,,
cliff,,n.,悬崖，峭壁,,
climate,'klaɪmət,n.,气候；风气,The climate here is mild and wet.,这里气候温和湿润。
climatic,,adj.,气候上的,,
climax,,n.,顶点,,
climb,,v.,攀登，爬,,
cling,,v.,粘住；依附；坚持,,
clinic,,n.,诊所,,
clinical,,adj.,"临床的,诊所的",,
clip,,v.,剪；剪辑报刊,,
cloak,,n.,斗篷；覆盖（物）,,
clock,,n.,钟，仪表,,
clockwise,,adv.,顺时针方向转地 adj. 顺时针方向转的,,
